languageNullable,kernelTypeNullable,isPrivateNullable,enableGpuNullable,enableInternetNullable,id,ref,title,author,slug,lastRunTime,language,hasLanguage,kernelType,hasKernelType,isPrivate,hasIsPrivate,enableGpu,hasEnableGpu,enableInternet,hasEnableInternet,categoryIds,datasetDataSources,kernelDataSources,competitionDataSources,totalVotes,refDataset
,,,,,0,sameerpadhye/starter-countries-of-the-world-2658b610-7,Starter: Countries of the World 2658b610-7,Sameer Padhye,,2019-05-07T17:03:26.577Z,,False,,False,False,False,False,False,False,False,[],[],[],[],2,fernandol/countries-of-the-world
,,,,,0,swagata77/notebook2f11882581,notebook2f11882581,Swagata77,,2023-01-07T02:35:49.607Z,,False,,False,False,False,False,False,False,False,[],[],[],[],0,brendan45774/countries-life-expectancy
,,,,,0,jess22/netflix-subscriptions,Netflix Subscriptions,Jess22,,2022-11-02T11:17:30.577Z,,False,,False,False,False,False,False,False,False,[],[],[],[],1,prasertk/netflix-subscription-price-in-different-countries
,,,,,0,satyaprakashshukl/military-expenditures-eda,⚔ 🤸🏽‍♂️Military💸💰 Expenditures📊EDA,Satya,,2022-09-26T07:59:42.447Z,,False,,False,False,False,False,False,False,False,[],[],[],[],9,nitinsss/military-expenditure-of-countries-19602019
,,,,,0,meghna2201/data-analysis-and-visualization-on-olympics,Data analysis And visualization on Olympics,Meghna2201,,2023-02-22T10:21:16.297Z,,False,,False,False,False,False,False,False,False,[],[],[],[],0,surajjha101/countries-olympics-medals-since-1896
,,,,,0,burhangl/gdz-23-3-54825-mape,GDZ'23-(3.54825 MAPE),Burhan Gül,,2023-04-23T21:48:02.177Z,,False,,False,False,False,False,False,False,False,[],[],[],[],4,vbmokin/covid19-holidays-of-countries
